PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,SmartHomePackage,GamingBundle,InternationalCallingPlan,CloudStoragePlan,customerID
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Yes,No,Yes,7858-GTZSP
No,No phone service,DSL,No,No,No,Yes,No,No,No,Yes,Yes,No,3285-UCQVC
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,Yes,6248-BSHKG
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,No,4685-TFLLS
Yes,No,DSL,No,No,No,No,No,No,No,Yes,No,No,3470-BTGQO
No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1209-VFFOC
Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,No,Yes,Yes,8224-DWCKX
No,No phone service,DSL,No,No,No,No,No,No,No,No,No,No,5482-PLVPE
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,4553-DVPZG
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,No,No,,4902-OHLSK
No,No phone service,DSL,No,Yes,,Yes,No,No,No,Yes,No,Yes,6917-IAYHD
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,No,No,Yes,0495-ZBNGW
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,8620-RJPZN
Yes,Yes,Fiber optic,No,NO ,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,7572-KPVKK
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,,No,Yes,Yes,Yes,2642-MAWLJ
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,2357-COQEK
Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,7103-ZGVNT
Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,3737-GCSPV
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2027-WKXMW
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,7137-NAXML
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,2428-ZMCTB
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,No,2961-VNFKL
Yes,Yes,DSL,Yes, No  ,No,Yes,No,Yes,Yes,Yes,Yes,Yes,1768-HNVGJ
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,Yes,6963-KQYQB
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No,No,No,Yes,5934-RMPOV
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,1207-BLKSA
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4088-YLDSU
No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,8316-BBQAY
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,1166-PQLGG
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,3146-JTQHR
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,4291-YZODP
Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,4395-PZMSN
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,6427-FEFIG
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,0017-IUDMW
No,No phone service,DSL,NO INTERNET SERVICE ,No,No,Yes,Yes,No,Yes,Yes,No,Yes,8706-HRADD
No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9955-QOPOY
Yes,No,DSL,No,Yes,No,Yes,No,No,No,Yes,No,No,4385-ZKVNW
Yes,Yes,DSL,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,5446-DKWYW
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,,Yes,2034-CGRHZ
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,5797-APWZC
Yes,No,DSL,No,No,No,Yes,No,No,Yes,No,Yes,No,3683-QKIUE
Yes,Yes,Fiber optic,,Yes,No,No,No, Yes  ,Yes,Yes,Yes,Yes,4228-ZGYUW
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9031-ZVQPT
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2990-IAJSV
Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,No,Yes,8107-KNCIM
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,9027-YFHQJ
Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,,Yes,Yes,ORPH-e47dd448
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,4644-OBGFZ
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,No,7926-IJOOU
Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,6480-YAGIY
Yes,No,Fiber optic,No,No,,No,No,No,Yes,Yes,No,No,4029-HPFVY
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,7602-DBTOU
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,,5345-BMKWB
Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,Yes,No,3519-ZKXGG
Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5457-COLHT
Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Yes,No,Yes,6416-TVAIH
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5451-YHYPW
Yes,No,Fiber optic,Yes,No,No,No,No,No,No,Yes,No,Yes,5108-ADXWO
 Yes  ,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,7998-WNZEM
Yes,No,Fiber optic,No,No,No,No,No,No,Yes,No,Yes,No,3066-RRJIO
No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,4664-NJCMS
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service, No  ,Yes,No,No,0307-BCOPK
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,7629-WFGLW
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,Yes,2542-HYGIQ
Yes,No,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,6715-OFDBP
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,5016-LIPDW
No,No phone service,DSL,No,Yes,Yes,No,No,No,Yes,No,No,Yes,6481-LXPWL
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,1567-DSCIC
Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,2150-UWTFY
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,6124-ACRHJ
Yes,No,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,9362-MWODR
,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,No,9975-GPKZU
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,9625-RZFUK
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,5153-LXKDT
Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,5161-UBZXI
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,1020-JPQOW
Yes,No,DSL,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,7919-ZODZZ
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,0565-JUPYD
No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,ORPH-d201fef5
Yes,Yes,DSL,No,No,Yes,No,No,No,Yes,No,No,No,5939-XAIXZ
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,9054-FOWNV
Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,No,Yes,Yes,No,2683-BPJSO
Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,2157-MXBJS
Yes,Yes,TSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,8207-VVMYB
Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,9732-EQMWY
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes, Yes  ,Yes,No,Yes,9360-AHGNL
Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,No,No,No,No,1087-UDSIH
Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5269-NRGDP
Yes,No,DSL,No,Yes,No,Yes,No,No,No,No,Yes,Yes,6195-MELTI
Yes,No,DSL, Yes  ,No,Yes,No,Yes,No,Yes,No,No,Yes,ORPH-d7085098
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2121-JAFOM
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,8818-DOPVL
Yes,Yes,Fiber optic,No,No,No,Yes,Yes, Yes  ,Yes,No,No,Yes,2632-UCGVD
Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,5445-PZWGX
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,ORPH-e8c9c58b
Yes, No  ,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,5198-HQAEN
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,9170-CCKOU
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2167-FQSTQ
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,No,2819-GWENI
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,1043-YCUTE
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,No,Yes,Yes,Yes,3814-MLAXC
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,3572-UUHRS
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,Yes,2692-PFYTJ
Yes,No,DSL,No,Yes,No,No,No,No,No,No,No,Yes,1226-UDFZR
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,Yes,5955-EPOAZ
,No,Fiber optic,No,Yes, Yes  ,No,Yes,Yes,Yes,Yes,Yes,Yes,6821-JPCDC
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,8815-LMFLX
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,9135-HSWOC
No,No phone service,,Yes,Yes,No,No, No  ,No,Yes,No,Yes,No,8582-KRHPJ
Yes,Yes,Fiber optic,No,No,ies,No,Yes,Yes,Yes,Yes,Yes,Yes,5811-IWXYM
Yes,No,Fiber optic,No, No  ,No,No,No,No,Yes,No,Yes,Yes,7044-YAACC
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,Yes,No,8189-XRIKE
 Yes  ,Yes,DSL,Yes,,No,Yes,Yes,No,Yes,Yes,No,No,1506-YJTYT
Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,No,No,4123-DVHPH
no,Yes,Fiber optic,No,No,Yes,Yes, Yes  ,Yes,Yes,No,Yes,Yes,6425-YQLLO
Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5442-UTCVD
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,Yes,2228-BZDEE
No,No phone service,DSL,No,No,No,Yes,Yes,No,Yes,No,No,Yes,7734-DBOAI
Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,yes,Yes,Yes,Yes,No,2789-CZANW
Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,No,No,Yes,2091-RFFBA
Yes,No,Fiber optic,No,No,No,No,Yes,,Yes,Yes,No,Yes,2114-MGINA
Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,7596-LDUXP
Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,3740-RLMVT
Yes,Yes,DSL,Yes,No,Yes,Yes,Yes, No  ,Yes,No,Yes,Yes,4489-SNOJF
Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,2192-OZITF
Yes,No,DSL,No,No,No,No,No,No,No,No,Yes,No,5651-CPDND
yes,Yes,DSL,Yes,Yes,No,No,No,No,Yes,No,Yes,No,2186-QZEYA
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,1131-ALZWV
no,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,No,7729-XBTWX
Yes,No,no,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,9134-WYRVP
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No, 3284-SVCRO  
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,9732-OUYRN
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,Yes,0559-CKHUS
Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,2931-SVLTV
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,6899-PPEEA
Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Yes,No,,7504-UWHNB
No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,2582-FFFZR
No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8908-NMQTX
No,No phone service,DSL,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,2187-LZGPL
Yes,No,DSL,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,1431-AIDJQ
Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,6288-LBEAR
Yes,Yes,no,No,Yes,No,No,Yes,Yes,Yes,No, No  ,Yes,4597-NUCQV
Yes,No,Fiber optic,No,No,No,No,Yes,No, No  ,Yes,No,No,9019-QVLZD
Yes,Yes,DSL,Yes,Yes,Yes,Yes,NO ,Yes,Yes,Yes,Yes,Yes,8413-YNHNV
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,5808-TOTXO
Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4369-NYSCF
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes, Yes  ,Yes,6333-YDVLT
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,ORPH-3f4b5f05
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Yes,No,No,5599-HVLTW
Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Yes,No,Yes,7394-LWLYN
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,NO ,No,Yes,3707-LRWZD
Yes,No,DSL,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,ORPH-6b6523de
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,2700-LUEVA
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,1455-ESIQH
Yes,No,Fiber optic,No,No,No,,No,No,Yes,Yes,Yes,Yes,0958-YHXGP
Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,No,No,ORPH-224f3f84
Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,2979-SXESE
Yes,No,,No,Yes,Yes,No,No,No,Yes,No,No,Yes,4013-TLDHQ
Yes,Yes,No, No internet service  ,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,5743-KHMNA
Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,4194-FJARJ
Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,5325-UWTWJ
Yes,No,Fiber optic,Yes,No,No,No,No,No,No,No,No,Yes,3969-GYXEL
Yes,No,Fiber optic,No,No,Yes, No  ,No,Yes,Yes,Yes,Yes,Yes,9208-OLGAQ
Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes, Yes  ,Yes,No,Yes,Yes,3244-CQPHU
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,2674-MLXMN
No,No phone service,NO ,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,ORPH-00c5507c
Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,6992-TKNYO
Yes,No,DSL,No,No,No, Yes  ,No,No,Yes,Yes,No,Yes,4468-YDOVK
Yes,No,DSL,No,No,No,No,No,No,Yes,No,No,Yes,3754-DXMRT
Yes,Yes,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,No,5792-JALQC
Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,No,Yes,7130-VTEWQ
Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,2200-DSAAL
Yes,No,No,No internet service, No internet service  ,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,Yes,4302-ZYFEL
Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,9351-LZYGF
Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,4366-CTOUZ
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,6121-VZNQB
Yes,Yes,Fiber optic,Yes,No,No,No,No,,Yes,Yes,Yes,Yes,ORPH-9930679b
Yes,No,DSL,No,No,No,No,No,No,Yes,No,Yes,No,UNK-cdad462e
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,Yes,No,Yes,6671-NGWON
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,0595-ITUDF
Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,No,No,Yes,6996-KNSML
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,No,1955-IBMMB
Yes,no,DSL,No,No,No,No,No,No,Yes,Yes,NO ,No,0096-BXERS
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,,Yes,3806-YAZOV
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,7998-ZLXWN
Yes,No,DSL,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,9133-AYJZG
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Yes,No,Yes,No,2675-OTVVJ
Yes,No,,Yes,Yes,No,Yes,No,No,no,Yes,Yes,Yes,8680-CGLTP
Ies,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,8430-TWCBX
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Yes,No,Yes,5018-GWURO
Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,6741-QRLUP
Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,4737-HOBAX
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,Yes,No,Yes,0537-QYZZN
Yes,No,DSL,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,3340-QBBFM
Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Yes,No,Yes,1704-NRWYE
No,No phone service,DSL,No,No,No,No,No,No,No,Yes,Yes,No,2592-SEIFQ
Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,8200-KLNYW
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,3372-CDXFJ
Yes,No,No,No internet service,No internet service,No internet service,No internet service, No internet service  ,No internet service,No,Yes,No,Yes,4781-ZXYGU
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,7632-YUTXB
Yes,No,No,No internet service,No internet service,No internet service, No internet service  ,No internet service,No internet service,Yes,Yes,Yes,Yes,2718-YSKCS
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,9896-UYMIE
Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,ORPH-2f16dd66
Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Yes,Yes,No,8212-CRQXP
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,No,6980-CDGFC
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,7691-XVTZH
Yes,No,no,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,No,No,2520-SGTTA
Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,7481-ATQQS
Yes,Yes,DSL,No,No,No,No,No,No,No,No,Yes,Yes,2277-VWCNI
Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,1088-CNNKB
Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Yes,No,No,Yes,8642-GVWRF
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,No,1930-BZLHI
Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,3400-ESFUW
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,No,5868-YTYKS
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,No,3525-DVKFN
Yes,Yes,Fiber optic,Yes,No,No, No  ,Yes,Yes,Yes,Yes,Yes,Yes,1482-OXZSY
Yes,No,DSL,,Yes,No,Yes,No,No,Yes,Yes,No,Yes,0377-JBKKT
Yes,No,DSL,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,5778-BVOFB
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,No,No,3373-YZZYM
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,2057-ZBLPD
Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,No,NO ,0228-MAUWC
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,5502-RLUYV
No,No phone service,DSL,,No,No,No,No,No,Yes,No,Yes,Yes,0023-HGHWL
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,7663-YJHSN
Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,4915-BFSXL
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,Yes,3086-RUCRN
No,No phone service,,No,No,No,No,No,No,Yes,Yes,No,Yes,5215-LNLDJ
Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7576-JMYWV
No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,9039-RBEEE
,Yes,DSL,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,0257-KXZGU
Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1307-ATKGB
Yes,no,Fiber optic,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,8417-FMLZI
Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,No,Yes,3714-XPXBW
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,1850-AKQEP
Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,2824-DXNKN
No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,5227-JSCFE
Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,0848-ZGQIJ
No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,3621-CHYVB
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,8042-RNLKO
Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,1792-UXAFY
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,YES ,No,No,5372-FBKBN
Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,0420-TXVSG
Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,6217-TOWGS
Yes,No,Fiber optic,No,No,No,No,No,No,No,Yes,Yes,Yes,0515-YPMCW
Yes, No  ,DSL,Yes,Yes,Yes,No,No, No  ,Yes,Yes,No,Yes,0378-XSZPU
Yes,yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,1045-LTCYT
Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1544-JJMYL
Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,4636-JGAAI
Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,6874-SGLHU
Yes,No,DSL,No,Oes,Yes,No,Yes,No,Yes,No,Yes,Yes,5951-AOFIH
No,No phone service,DSL,No,No,No,No,No,No,Yes,No,Yes,No,4729-XKASR
Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,3059-NGMXB
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,No,Yes,No,No,ORPH-0df84517
Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5278-PNYOX
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,5449-FIBXJ
